MapFishId,MapId,FishId,SpawnWeight,BestTime,BestSeason,BestWeather,MinDepth_m,MaxDepth_m
314,12,111,1066,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
315,8,111,938,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
316,9,112,334,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
317,10,112,334,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
318,12,112,267,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
319,10,113,1340,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
320,9,113,1338,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
321,12,113,1069,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
322,9,113,750,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
323,10,113,747,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
324,12,113,598,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
325,8,113,524,6-16,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
326,9,114,751,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
327,10,114,749,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
328,12,114,600,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
329,9,115,602,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
330,10,115,602,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
331,12,115,480,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
332,9,116,601,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
333,10,116,598,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
334,12,116,478,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
335,10,117,752,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
336,9,117,751,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
337,12,117,601,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
338,8,117,527,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
339,10,118,333,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
340,9,118,332,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
341,12,118,266,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
342,10,119,753,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
343,9,119,747,7-11;14-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
344,9,120,602,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
345,10,120,598,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
346,9,120,478,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
347,13,120,422,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
348,9,121,333,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
349,10,121,333,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
350,9,121,266,5-8;16-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
351,10,122,748,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
352,9,122,748,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
353,12,122,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
354,9,123,754,5-8;16-18,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
355,10,123,750,5-8;16-18,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
356,9,124,60,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
357,9,125,149,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
358,10,126,151,6-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
359,9,126,150,6-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
360,9,127,285,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
361,10,127,284,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
362,9,128,602,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
363,10,128,601,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
364,10,129,60,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
365,9,130,60,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
366,10,131,134,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
367,10,132,334,18-5,Spring;Summer;Autumn,Sunny;Cloudy,,
368,9,133,333,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
369,10,133,332,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
370,11,133,268,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
371,9,134,286,6-17,Spring;Summer;Autumn;Winter,Sunny;Cloudy,,
372,10,134,285,6-17,Spring;Summer;Autumn;Winter,Sunny;Cloudy,,
373,9,135,285,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
374,10,135,285,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
375,11,135,229,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
376,10,136,134,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
377,9,136,133,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
378,10,137,333,6-17,Spring;Summer;Autumn,Sunny;Cloudy,,
379,10,138,602,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
380,9,138,602,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
381,11,138,479,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
382,13,138,419,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
383,10,139,151,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
384,9,139,150,6-16,Spring;Summer;Autumn,Sunny;Cloudy,,
385,10,140,1332,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
386,9,140,1332,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
387,11,140,940,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
388,13,140,931,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
389,7,140,930,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
390,10,141,601,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
391,9,141,599,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
392,9,142,286,6-10;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
393,9,143,287,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
394,10,143,286,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
395,11,143,230,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
396,9,144,134,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
397,10,144,133,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
398,9,145,333,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
399,10,145,332,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
400,11,145,266,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
401,9,146,601,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
402,10,146,600,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
403,11,146,479,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
404,5,147,603,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
405,4,147,601,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
406,9,147,598,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
407,15,148,134,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
408,6,148,134,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
409,10,149,55,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
410,10,150,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
411,9,151,133,0-24,Spring;Summer;Autumn,Sunny;Cloudy,,
412,11,152,55,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
413,10,153,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy,,
414,9,154,134,0-24,Spring;Summer;Autumn,Sunny;Cloudy,,
415,9,155,287,0-24,Spring;Summer;Autumn,Sunny;Cloudy,,
416,12,156,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
417,9,156,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
418,11,156,333,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
419,9,157,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
420,9,158,602,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
421,11,158,600,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
422,12,158,600,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
423,10,158,598,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
424,10,159,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
425,9,159,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
426,9,160,60,0-24,Spring;Summer;Autumn,Sunny;Cloudy,,
427,11,161,134,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
428,11,162,754,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
429,10,162,750,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
430,9,162,750,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
431,12,162,750,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
432,11,163,334,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
433,10,163,332,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
434,12,163,332,0-24,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
435,8,164,286,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
436,8,165,150,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
437,8,166,598,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
438,7,166,543,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
439,8,167,748,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
440,6,167,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
441,8,168,750,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
442,7,168,679,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
443,1,168,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
444,8,169,150,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
445,15,169,136,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
446,8,170,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
447,6,170,543,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
448,15,170,539,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
449,8,171,748,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
450,9,171,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
451,6,171,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
452,1,171,678,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
453,8,172,750,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
454,2,172,677,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
455,1,172,677,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
456,6,172,677,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
457,8,173,54,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
458,8,174,754,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
459,9,174,678,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
460,8,175,601,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
461,6,175,542,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
462,9,175,541,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
463,1,175,541,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
464,10,176,287,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
465,9,176,286,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
466,7,176,201,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
467,5,177,2009,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
468,15,177,2008,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
469,1,177,2006,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
470,14,177,2005,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
471,6,178,1338,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
472,15,178,1337,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
473,5,178,1336,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
474,2,179,1340,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
475,15,179,1340,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
476,4,179,1339,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
477,14,180,754,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
478,4,180,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
479,15,180,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
480,6,180,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
481,14,181,1338,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
482,3,181,1336,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
483,2,181,1334,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
484,4,181,1332,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
485,1,181,1332,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
486,3,182,754,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
487,14,182,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
488,1,182,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
489,2,183,602,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
490,14,183,601,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
491,5,184,335,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
492,15,185,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
493,14,185,602,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
494,2,185,600,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
495,4,186,334,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
496,7,186,334,7-11;14-17,Spring;Summer;Autumn,Sunny;Cloudy,,
497,3,187,151,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
498,15,187,151,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy,,
499,1,188,603,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
500,2,188,603,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
501,4,188,602,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
502,6,188,602,5-8;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
503,5,189,2003,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
504,4,189,2002,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
505,6,189,2002,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
506,14,190,1339,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
507,2,190,1336,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
508,6,190,1336,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
509,14,191,754,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
510,3,191,752,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
511,3,192,1340,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
512,1,192,1338,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
513,15,192,1336,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
514,4,192,1335,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
515,14,192,1335,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
516,15,193,335,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
517,15,194,603,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
518,4,194,603,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
519,5,194,602,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
520,6,194,600,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
521,4,195,753,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
522,3,195,752,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
523,2,195,752,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
524,14,195,751,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
525,3,196,335,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
526,6,196,335,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
527,6,197,1340,6-10;16-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
528,1,197,1339,6-10;16-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
529,14,197,1339,6-10;16-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
530,3,197,1337,6-10;16-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
531,15,197,1332,6-10;16-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
532,3,198,286,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
533,1,198,286,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
534,15,198,285,5-9;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
535,14,56,600,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
536,15,56,599,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
537,4,56,599,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
538,5,199,753,6-10;15-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
539,4,199,752,6-10;15-19,Spring;Summer;Autumn;Winter,Sunny;Cloudy;Rainy,,
540,1,200,600,0-24,Spring;Summer,Sunny;Cloudy;Rainy,,
541,6,200,600,0-24,Spring;Summer,Sunny;Cloudy;Rainy,,
542,2,201,287,6-10;15-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
543,4,202,286,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
544,7,202,286,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
545,6,203,335,8-17,Spring;Summer;Autumn,Sunny;Cloudy,,
546,4,203,334,8-17,Spring;Summer;Autumn,Sunny;Cloudy,,
547,1,203,334,8-17,Spring;Summer;Autumn,Sunny;Cloudy,,
548,1,204,151,8-17,Spring;Summer;Autumn,Sunny;Cloudy,,
549,6,204,150,8-17,Spring;Summer;Autumn,Sunny;Cloudy,,
550,4,205,754,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
551,2,205,752,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
552,4,206,753,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
553,2,206,752,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
554,1,206,752,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
555,4,207,1340,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
556,3,207,1337,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
557,1,207,1336,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
558,15,207,1334,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
559,14,207,1334,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
560,15,208,287,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
561,5,208,286,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
562,4,208,286,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
563,2,209,603,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
564,15,209,601,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
565,14,210,150,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
566,3,210,150,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
567,3,211,287,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
568,14,211,286,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
569,2,211,286,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
570,5,212,150,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
571,4,212,150,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
572,3,213,134,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
573,15,213,134,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
574,1,214,287,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
575,3,214,286,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
576,6,215,60,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy,,
577,6,216,754,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
578,5,216,752,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
579,14,216,751,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
580,15,216,749,8-17,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
581,4,217,286,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
582,15,217,286,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
583,15,218,151,18-5,Spring;Autumn;Winter,Sunny;Cloudy;Rainy,,
584,5,218,150,18-5,Spring;Autumn;Winter,Sunny;Cloudy;Rainy,,
585,4,219,335,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
586,1,220,2006,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
587,4,220,2004,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
588,5,220,2003,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
589,3,221,1340,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
590,6,221,1339,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
591,15,221,1337,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
592,1,221,1335,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
593,2,222,1340,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
594,1,222,1339,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
595,3,222,1338,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
596,5,222,1338,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
597,14,223,753,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
598,5,223,752,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
599,6,223,752,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
600,1,223,751,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy,,
601,3,224,1337,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
602,4,224,1336,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
603,5,224,1336,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
604,15,224,1334,6-10;16-19,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
605,1,225,754,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
606,15,225,753,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
607,15,226,603,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
608,5,226,603,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
609,1,227,1338,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
610,4,227,1338,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
611,3,227,1338,19-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
612,4,228,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
613,1,228,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
614,15,228,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
615,3,228,601,18-5,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
616,9,229,598,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
617,10,229,597,8-16,Spring;Summer;Autumn,Sunny;Cloudy,,
618,10,230,602,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
619,9,230,599,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
620,11,230,422,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
621,9,231,601,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
622,10,231,600,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
623,10,232,753,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
624,9,232,748,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
625,13,232,527,7-11;15-18,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
626,10,233,133,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
627,9,233,133,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
628,10,234,753,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
629,9,234,746,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
630,8,234,528,8-16,Spring;Summer;Autumn,Sunny;Cloudy;Rainy,,
